Date,Latitude,Longitude,Elevation,Rainfall_mm,Temperature_C,Humidity_%,Wind_Speed_kmh,Pressure_hPa,Soil_Moisture_%,Slope_deg,Rock_Type,Soil_Type,Vegetation_Density,Drainage_Density,Earthquake_Magnitude,Tremors_Detected,Deforestation_Rate_%,Mining_Activity,Urban_Development,Landslide_Occurrence
2018-11-11,28.261458242959698,80.25072011535904,600.3376260873567,309.9869116405574,11.573106482142087,53.904457706609215,5.094860243783344,1015.6461260835084,61.70192085135763,59.02242961766032,Sandstone,Loamy,0.9318704037905167,0.9663977762969086,3.7646753038926697,0,11.957746490695387,0,1,1
2007-12-10,29.228021814949535,81.98304399667173,2799.7553141497438,298.6258651340027,13.687708125074359,96.40789792383292,24.700749999729414,907.7798710169288,32.659653346848806,53.163652470499585,Basalt,Loamy,0.08046762869263657,0.06335372648814075,4.179049697547468,1,57.5396796903443,0,0,0
2018-05-25,28.462464133346128,81.85001770287516,1723.2549345921718,493.63949919214207,26.089712736095112,63.2720175671002,7.47529971502855,937.1367875711517,51.44985284796012,49.90770682253817,Limestone,Silty,0.6676598640794601,0.7802568757516055,6.590095287660957,1,67.31887439808864,0,0,1
2013-06-14,27.14965538695074,81.42400187124775,2671.4728539025045,314.0719887465627,1.343384617096449,86.84605869255748,40.09904089111002,942.9243102382347,74.46006062517985,16.35777811254239,Shale,Silty,0.20198917188406063,0.06582720141474241,6.277569863693719,0,86.4720564926732,0,1,0
2008-06-17,28.36483311197216,84.55877166000738,2642.2198855133925,464.4795746505925,34.75353461109742,94.34655950704604,47.915671670477174,976.5697863219217,64.02028963832205,52.29486603613172,Shale,Sandy,0.9905170133025617,0.6761418566927403,4.032333652646264,0,37.45252425243522,0,1,1
2008-08-22,26.376905871277092,83.75464196758361,2539.378968642787,143.12848617989587,-4.785273570642,17.791782297766417,40.40292206827354,986.9110286305238,9.693318575348453,14.11664561292182,Shale,Loamy,0.5196435955024025,0.8086257107968472,2.793010618234822,0,90.40006992002203,0,0,0
2009-01-21,26.531567493891064,80.3196158209597,653.5075482383902,120.06474517324878,39.05261289867398,24.585759116159316,21.553199770293357,1047.9436275939645,39.724523073243766,33.19949297694076,Limestone,Clay,0.5331142448913877,0.39374963936765917,4.475060128425046,1,83.94770010207048,0,0,0
2023-08-25,28.944925799603965,83.57343724717477,1117.6666135605221,258.25934341222654,2.544046616339241,36.17576021602507,0.11856984771954071,933.1080156449494,19.949417091677258,32.62897859530178,Limestone,Sandy,0.5273257046005861,0.23145840972877219,1.3137655559439871,1,7.60435534387941,0,0,0
2020-07-16,27.23209758200791,82.63649566564396,2688.869681163577,254.30447381833304,28.395011137624707,65.50993611936747,1.832173032969825,1013.978498176894,15.11188040711483,33.530762673335275,Sandstone,Silty,0.7588265837727424,0.22426574804915367,5.35110433061845,0,62.87549474847578,0,1,0
2022-04-18,28.99190170259176,84.5043394720079,2747.4776401302347,113.24182474194843,-3.203388183057776,15.555629664648222,24.751757246908944,954.4578285789316,22.035288102695283,44.7730363999819,Sandstone,Sandy,0.971399897656219,0.31635102471666166,1.3978662311444232,0,84.00230722847782,0,0,0
2019-01-05,29.112111868341394,81.5647280867418,1645.1721559220152,349.8278284499738,14.41430045693917,80.79890588735212,33.97436506701544,1003.1307488837525,92.06836684880207,26.78184972257367,Shale,Clay,0.9606262228062599,0.7374877163628195,4.359824897733414,0,17.759746248455187,0,1,0
2023-02-23,29.28781168830642,82.87080999804792,1600.1036691355057,14.81690961834664,23.364115704136186,15.740984523037499,40.975703257871295,1025.3230653762987,71.25091911307987,30.115515206658205,Basalt,Clay,0.23330825517231069,0.9897102802653055,1.7103121557318253,0,57.208787081068444,0,0,0
2008-09-18,29.583176179206035,82.50377637370494,937.8515847153744,345.3152362747263,-1.8397644083112192,24.258862680830614,29.976575544022555,1016.490106710771,90.81043734690157,41.24614210410923,Limestone,Silty,0.5587497615366114,0.9831368534291789,6.74228542039076,0,46.96908673918959,0,0,1
2021-03-05,27.15492610256648,82.44780453113803,2921.0269717278784,228.58894306165007,14.94820880049657,44.353707775316906,48.915656312175194,943.0761595966909,50.64586784081264,42.530339363203716,Basalt,Sandy,0.5458754819310478,0.21618307562625194,4.412645442628995,1,96.79366873829672,0,0,0
2014-10-26,26.594334091605695,82.28052699758607,1032.8461883976079,344.50375542253954,8.641138139960013,60.194787098322486,24.68890161464154,1041.8906259074733,0.11210634536134023,29.06427114657067,Sandstone,Sandy,0.12453524139040151,0.14039455693591585,6.423964406352306,0,3.512387737622924,0,0,0
2005-12-24,27.910993732970567,81.02814737766141,977.3419608769138,238.54031532075948,17.420962538523675,89.33542065463007,30.001439997864082,1030.7575714684317,3.4431845443399833,7.86791548201392,Basalt,Clay,0.6971167872099548,0.1601152366205577,6.0357469751507455,0,69.8918299670913,0,0,0
2014-03-20,26.85586211718814,83.77854961246196,2151.822425372936,488.6668914423475,17.705944118611665,96.73568007377156,11.505116158518259,1086.4006566606222,14.469522293375336,19.249746742776374,Granite,Sandy,0.7591027665056413,0.5783443410042365,4.869305500523843,0,33.632115433702026,0,0,0
2013-03-04,28.005370834001166,82.25668016369644,1107.1107575011192,167.3424755515589,30.33542226290389,89.6177911640328,16.9830240797989,1026.8303849060808,78.07195246190031,56.92083952552508,Limestone,Sandy,0.8693076690689778,0.591978060468732,4.179904290729055,0,3.0046194141706617,0,1,0
2020-03-03,28.527929313219122,84.79258137501303,2846.9290275359745,491.2864685011941,0.557703780020395,19.63401919164278,34.156586951894965,1044.064881606971,20.165778302051397,56.00753386093222,Limestone,Clay,0.7355309122938178,0.900126253509043,6.401683233676269,0,70.48535448208335,0,1,1
2021-02-20,28.442025092460685,81.30404213596388,527.2674882944871,32.48697123948768,-1.2776179528640097,66.8106536729176,30.082066683127103,1062.2055305834506,10.159633998974481,40.73067478852988,Shale,Silty,0.11867291062167862,0.3953370735206473,3.6153818816636734,0,6.4959437000093985,0,0,0
2010-04-30,26.872764435100606,83.41371919813521,514.3831558082533,341.88038737877827,13.085060495745587,49.75431149080674,18.48244399935655,921.20085654815,86.09929790952967,15.188041563110913,Shale,Loamy,0.9189630569055576,0.8657103256777772,5.652958086930556,0,48.066083186805386,0,1,0
2014-12-18,25.834301008493764,84.70358539819554,1762.192003588999,227.10960339245605,34.938396371943966,21.32129963001306,5.599097661477898,1039.2668543841785,22.854018812596777,10.263989093418896,Shale,Sandy,0.21089691185197934,0.15909144582283674,1.0039443800169956,0,18.37621384800854,0,0,0
2018-09-11,27.152646692311038,83.31729161508046,1720.15614978368,411.0688127648501,33.48712838524418,59.96011341272818,17.130760742173617,963.7160461150522,50.241831420932094,57.22393148617548,Granite,Clay,0.6095829770628282,0.8315124969590447,3.5659573631682155,0,61.18232398423028,0,1,1
2011-05-24,25.712970720409544,84.35636453808698,908.4100547522762,394.808034858499,20.199680917663404,42.09924750268852,2.2077794957961028,1064.6297550658835,33.947147004752956,53.024229152101945,Shale,Clay,0.6448905899985077,0.35876362785225635,3.2291944633474037,0,47.76982400205816,0,0,1
2021-11-16,29.45048517591904,84.13740479878503,1736.2989074257111,400.10509143796867,34.99482185369982,41.12090553667157,29.038361298881878,996.0361020722275,89.65527307605072,26.88603034450573,Shale,Silty,0.1520007386276756,0.8452186955747258,2.7719447642071997,0,89.56337075917553,1,0,0
2021-10-16,26.729387303689286,81.80058857744501,1529.152762924966,47.36929965125986,31.240461889692035,18.50006068400851,16.150773813238818,1016.1231709568095,70.47506789433122,39.62812746006067,Limestone,Clay,0.3433102206543759,0.314877440584754,1.465123065201547,0,15.883029830537298,1,1,1
2022-07-31,25.772298736116618,83.00061969969748,2725.823813355922,411.18284993064736,7.507275704187222,98.09676691036431,18.992425426590977,952.0675148311999,45.39181148697132,55.278355771385534,Basalt,Sandy,0.299829858020739,0.739106516929719,1.1225487306061948,0,48.53084056730099,1,0,1
2015-01-26,25.127238799528754,80.78130669905678,523.1348005424087,107.02007872188047,2.6547826200623543,75.33639102014382,28.754411053038194,1030.1130237159095,86.30599344482343,12.598468604537755,Limestone,Sandy,0.7097974334228493,0.8549165161773776,6.213551832399614,0,30.926129360209632,1,1,1
2010-04-01,28.22911193143242,82.677629413478,2940.6745125823804,12.840131929517383,8.552042543951764,35.2300790206377,29.06438990583408,907.1298660159648,72.67315391588657,39.99443833711352,Basalt,Silty,0.6249952265548131,0.12117178619561264,3.7193448326889684,0,88.33952381320807,0,0,0
2016-12-23,28.184511587273718,81.15210985907169,2060.981910739606,108.8693598422057,5.220304529746647,92.57276415137515,29.41716557041233,1049.7148568545244,80.88763621109752,55.57170016509747,Limestone,Loamy,0.42243736506358587,0.11247763462918714,6.8878591159143445,0,83.56762944188965,0,0,0
2010-05-14,26.703020832906457,83.71868407476222,879.6086141131891,239.64255234991637,23.02234566964137,95.32784766971885,24.57956046514878,932.659168401239,97.75658146063259,51.00882334983734,Granite,Sandy,0.1653782002585833,0.7288325559274198,0.5497288905657352,0,28.731909268553014,0,0,0
2011-12-11,25.358559444238256,82.64029210946062,616.9000345279155,371.055679955716,21.320460074859255,82.93373589850236,24.406121671448428,945.5149102417348,20.31517983041399,20.792029764536544,Basalt,Clay,0.7390173258682937,0.688586577180186,5.602279176818504,0,95.83031824225337,0,0,0
2023-02-20,27.04814447447616,82.0561368131583,1845.2641463980797,109.31624041642685,21.92968225537518,69.33836477001574,41.06097221331151,900.182052570569,20.248959808186452,57.36259495754544,Granite,Clay,0.9389247374724784,0.17544765683684904,0.6266722220062391,0,81.09111550597461,1,0,0
2022-08-05,26.556087475316968,81.34398548083489,1087.2254149295504,56.50377404513568,3.5186591421151974,43.87389577503296,23.377722657036692,962.634926981384,55.65013588226827,16.173970180118022,Limestone,Clay,0.5770543012815129,0.9991361282391916,0.4488786863277624,0,82.40295660445337,0,0,0
2015-07-10,28.385603198675046,84.99349240920644,1252.913842503148,322.9836275119711,30.633822637439742,49.09118569756957,26.801508025756647,977.6498436122937,53.26083456813579,16.471536960253484,Sandstone,Silty,0.9120552633349621,0.14058276627941357,2.166295960214392,0,30.281119719261053,0,1,0
2023-09-25,28.028896247263454,80.35855260442466,1112.830412086284,491.9490181800088,14.513173759418411,50.95101280909326,49.41149382512331,946.7999394218582,86.91187253932459,10.313437544538342,Granite,Clay,0.8110093910394968,0.49567560578503,6.407669746880503,0,88.67391283282906,0,0,0
2009-05-09,26.8229686409877,80.2178034028621,2125.430783931277,300.435151042809,16.26033641649398,95.38863895459302,9.052502584652867,946.0420824200779,15.591322021832621,11.496513078421465,Shale,Loamy,0.9501543469291263,0.2304996435584734,6.600832001024203,0,47.12080000123634,0,0,0
2013-04-02,26.08946277127495,81.08628700246932,1883.8224052903338,345.52868206171087,39.863283079505784,78.4121144226303,36.32104913907494,1078.5961976243364,42.50427747378658,46.89092983563903,Sandstone,Silty,0.33928041355891225,0.08350097604231865,1.7879059852532395,0,36.95569398860064,0,0,1
2020-03-19,29.940179830777957,84.8553622931391,694.9360588045288,280.58372187321004,7.702230368323667,36.28128730032584,23.65935883712061,965.290500806342,52.79110761859875,20.172474377483006,Limestone,Silty,0.632145049889811,0.4501910352442058,3.905307089993284,0,21.200279004033007,0,0,0
2017-10-17,27.270008105980573,84.89619084159992,1816.3163329379386,391.17422211425196,12.736210184846986,66.21765282592932,41.52708399361717,1044.4564215911644,46.413832034612035,52.802143755341525,Sandstone,Loamy,0.22845255555703625,0.9980864144759515,0.7168248649817888,0,97.01724231430212,0,1,1
2014-11-19,28.441371178901186,83.27463867386068,2477.9744139082495,487.9022101047224,25.44084435568393,63.451048304377636,20.201628130765354,947.4762986416923,6.7102839655472035,52.168286714396814,Granite,Clay,0.7379300489775656,0.9585228550572039,6.269755214467617,0,96.7249223401737,0,0,1
2015-05-11,25.702764837891802,84.40053333603203,702.9864770508108,272.0646147020924,34.61858590856086,83.0914299375569,15.149471351020766,1061.8082456453124,14.78529157902181,11.406483775053225,Sandstone,Silty,0.9841635428319624,0.3747059101863415,0.662399116596588,0,49.66438205191987,0,0,0
2022-04-05,27.42794849829699,81.06980865420398,2724.34744057605,208.39525587136293,0.7051453007814015,18.57775563842994,10.389309732274581,1035.5483982409837,15.356474537135679,34.27926891739187,Limestone,Silty,0.3215921146499042,0.5009227971958521,1.1114766562473446,0,98.04569927903641,1,0,0
2011-04-28,25.137683599347326,84.86021047088312,1945.766623619323,430.17153058006323,28.077061289222378,73.1144432366049,43.61185775681217,1051.2407984630804,59.60311119211107,45.6702789542207,Sandstone,Clay,0.06554802253527137,0.9033958642915416,1.9359228578753869,0,86.42151733448388,0,0,1
2022-06-15,27.52727558955225,80.71392425069783,2876.5611731757917,484.864171879995,36.322623669799775,39.80528562927117,35.91642315828595,987.9073537184357,42.88618963307397,42.545302336698136,Granite,Sandy,0.9733508333560591,0.9125541634685198,1.7382544191042857,0,10.134169733302478,0,1,1
2013-07-26,29.82008703558851,80.50562594090829,870.3530443059392,64.59082043478398,14.031607604209107,21.66688366411502,3.8450225891277947,1075.9129130439699,17.817229471438424,10.701861424144873,Basalt,Sandy,0.031186896436006806,0.778663663745001,2.989241493597568,0,74.38609349267124,0,0,0
2016-04-12,26.921033564929,80.56105769623636,2983.912498383288,289.08548273693896,7.90271153200829,75.85959979689267,35.67451181181179,974.8024847746615,73.66528560824953,22.695944916376696,Basalt,Silty,0.36420977944159694,0.2582521506441253,0.8130373954581942,0,90.00876454565608,0,0,0
2016-10-30,25.194980062874556,82.86563961636283,2110.682164924192,396.22999627299873,25.498171604872176,39.84814214815778,1.750781557431258,1020.1790100097849,80.29661859398118,38.65870170805904,Granite,Clay,0.5597461097014697,0.3718605463985889,2.1974849684746918,0,48.55622997951619,0,0,1
2014-05-23,25.15477895459672,83.90487200359026,1918.7354987026572,266.66970257819537,6.073314305723118,75.71113693036213,9.081320788043957,1028.0144228485874,21.01335976217671,37.138508027506504,Limestone,Sandy,0.7819337202450568,0.5729888124849143,5.359980645737533,0,80.40711608469357,0,0,0
2008-08-20,26.939933799734348,81.83333588937316,1788.1990602802134,204.59848409647435,12.293038594627873,24.61932550548845,29.639885312337626,1090.4502771945058,72.27643317976573,49.771471212476136,Sandstone,Silty,0.21654917612114977,0.8551265216825458,2.7836398588226814,0,17.35642569829845,1,1,1
2023-04-28,25.80012468231597,84.88947993893063,559.1359327457819,327.6149105677103,35.36110183404112,98.73350420293364,23.17551661167205,926.9045378323574,6.361478685065858,8.084346782253201,Shale,Silty,0.054062758810329514,0.44110818766067605,5.951515955718681,0,92.98022967825156,0,0,0
2009-06-24,25.11676048164093,82.17210069059165,2849.097978873945,135.06404725667414,21.564964866611984,82.30672141123905,42.024179071755356,927.1210294293304,85.59393144374349,31.41964739944993,Granite,Silty,0.696904975628503,0.6240712099763216,2.023041811888758,0,84.45792304313674,0,0,0
2022-12-21,28.781068069750884,80.75224275386608,2109.9861821354957,174.5668714691847,-0.7260230030070067,36.02366073966705,30.394518912731982,992.4102833334208,96.27250216085335,51.692181628792866,Sandstone,Silty,0.09711029921930103,0.4104605084879741,3.152761228544125,0,23.40492242251615,0,0,0
2018-07-25,27.29261504440945,82.32983374093068,729.066211248228,496.1383294406723,9.836388915086692,76.64718286557157,48.24872811658699,1083.5751239331282,15.586885587945865,59.65122195336927,Limestone,Loamy,0.24385782405955048,0.5889981264531805,2.7512395930860576,0,9.266082179333978,1,0,1
2008-02-08,26.446223859863274,83.3951858271122,552.3804257363122,318.23266718724767,23.226932430281924,22.2219888183688,42.75917736688839,904.3370215942815,78.61599542592973,12.067256064437053,Sandstone,Silty,0.26776340094035855,0.014364921532164288,3.8274728944385608,1,44.11365745816794,1,0,0
2024-07-31,29.500415915082403,84.1611289025219,626.9590980918783,436.4636491555373,16.667393671960504,68.80937069518937,17.010764872999395,955.2551214597967,9.729993292569771,40.52491756570515,Limestone,Sandy,0.8377866290787113,0.37134308891117307,6.836446232664469,0,58.545612269163314,0,0,1
2010-08-11,25.58069480100263,82.29384144978296,2023.4894085806018,403.88425651857176,24.715269253821578,15.36731782335859,41.70754731420796,956.717264815462,96.12514744394495,5.07321990214665,Granite,Sandy,0.5794758725449828,0.766517638666734,0.7561491785735601,0,34.205268570472825,1,0,0
2006-03-04,29.779594144776595,82.96803413024584,2035.038537236463,326.136277197012,29.264863795615327,40.0048713790256,43.49676460639069,960.990520560378,45.207161956277034,24.224138066508516,Sandstone,Loamy,0.4516904775611469,0.024696774106369612,6.966149785589916,0,29.941298680312855,0,0,0
2019-05-20,26.569833586886766,81.33672356079427,1749.1682294536026,420.3645412293866,16.627680409211862,98.06162907896979,48.48624952822079,904.9409938226354,53.527756725151754,29.461327535964706,Shale,Loamy,0.02564415748512816,0.8176568591594064,1.466627738885672,0,0.7826315154160102,0,0,0
2015-10-12,29.442018361543404,83.22958263202757,1266.9145516323788,143.5792477167855,39.412825883587224,20.882833678731036,0.6281463687386912,1065.1212666660936,76.38961608100392,24.022583967577305,Shale,Clay,0.5081158657399298,0.9853542810013852,1.2294120749612407,0,0.2265543086968136,0,0,0
2024-08-09,28.014714382397308,84.92985971975172,1829.3568290366034,318.5582244061492,36.16032440532552,63.768162919688955,43.737215248650976,901.7818905320154,24.878287018470047,39.348010971748415,Sandstone,Silty,0.7126651937637554,0.488738175022165,4.877422238603052,0,14.906765806242117,0,1,1
2013-04-29,29.13353679870744,80.24526786293897,1790.7545521906447,295.30174476199045,-2.3041667269104664,16.35448473693345,3.4947657833118817,995.5407907985795,39.88610711693612,5.845891988276362,Granite,Loamy,0.9766588604978973,0.17173355770526133,5.509571330905862,0,75.3257659783624,0,1,0
2017-06-09,29.920065816052322,84.43265335352584,548.538899691414,311.2098003966724,6.989401198759824,70.24610903764261,26.405793729549448,911.2718046078973,7.0011667483031665,54.95413705629173,Basalt,Silty,0.482745491728493,0.8513293686294616,2.8566365577895114,0,90.46156178732379,1,0,1
2007-04-21,26.44202718909373,82.81141251383761,1206.173075818745,84.3159635733876,8.524458053940283,35.07959376644915,20.733176987623064,1059.7288059258076,61.46205241111038,22.518955979778102,Limestone,Sandy,0.556954774036042,0.7932861434692441,5.173641530336892,0,12.880736038712703,0,0,0
2020-12-15,29.805677427037963,81.2604932978115,632.9633536678737,138.6215199990342,3.293066050150477,37.897804131183534,45.994081053179805,1049.317167396866,79.93312819657841,13.26989345242625,Basalt,Sandy,0.3214275737873773,0.9791781328551667,2.983072892118326,0,71.45135259376599,0,0,0
2023-12-22,26.947409474512103,84.77444855004629,2750.3868786191388,143.32915939626955,9.04074263727161,40.40222817656961,20.257592005225263,1044.3061723329429,85.1840759840275,28.825518444647805,Limestone,Loamy,0.8157587031518566,0.245843295008077,5.037926228286015,0,25.17132180835917,0,1,0
2016-07-28,26.92755952368461,82.4167715152945,2313.0579069628384,300.9730812863816,14.116928482095712,28.46411331630483,29.80213369298768,1047.2529888216982,53.6351342039323,33.269234516737505,Limestone,Silty,0.5403444943346628,0.18696840940028825,5.672305844109572,1,13.626348781424625,0,0,1
2024-02-03,26.701935521272528,81.65845125836692,2990.2879254822806,486.2734402198931,-2.6802059453394014,94.74916465638982,34.593933617200676,1088.047911019908,76.58055834737937,7.861078768557276,Limestone,Clay,0.3761376804280029,0.13401159759008074,4.826799244227451,0,39.628833172812406,0,0,0
2007-10-19,27.707038036737927,80.90748814135421,1255.4281582632198,477.03377559107406,0.728510625958652,91.5248658155815,0.9514878297198437,983.3621825633538,14.990641064710463,48.949397387305225,Basalt,Sandy,0.11648343409975814,0.4440890610758039,2.5543736832305703,0,75.22989712871134,0,0,1
2011-05-25,25.770725215892437,81.22226105128331,2696.214619392276,113.59477649484828,-0.66893545429323,88.30137069855019,29.546562682501204,1072.3149607850157,74.34129701857778,45.55937501312229,Shale,Sandy,0.8918756108243175,0.7271636124248294,0.519770652574886,0,54.61839883158605,0,0,0
2006-11-19,27.768557426790057,84.16424520795721,2007.6356698312043,152.42262153338626,-2.9157377384007237,19.580099207210917,25.899591766494435,936.8464506119966,0.4539023301840639,33.14874650843571,Shale,Silty,0.8014242773789181,0.1433063337778121,2.7917621887130677,0,14.193953206314912,0,0,0
2022-02-12,27.70852406205002,83.07205004658583,1632.8135172590123,18.03094613958356,16.66736591357283,31.01003546560788,29.700431981072235,990.252900617682,19.484529853619303,15.22800885437863,Shale,Clay,0.20727441659183332,0.42633692537095436,2.16314932113868,0,14.384882218370286,0,1,0
2008-08-06,28.80950906302435,84.56622809744158,1056.4327782215878,199.40779492969708,10.021138745176527,65.10032733805835,3.787202902784453,901.7818188825787,63.46375856614094,55.96196960344497,Granite,Clay,0.8751000657218051,0.24882000641673485,5.7403196133283325,0,29.380104596148684,1,0,0
2011-02-13,29.16824980968793,81.15984226078893,2345.9804132153567,417.3370608401818,37.09512533423701,97.33339012508449,2.7779185011138017,956.8280586622132,32.05400105912837,48.6796343775857,Basalt,Clay,0.5572820631866969,0.39598210775264253,5.855019400793248,0,66.37667500627693,0,0,1
2015-01-29,27.20220675156212,80.6056928692445,2760.35187226075,457.87586949307,-0.3757759051217988,64.43356440742156,8.877216872423254,991.6318952243691,41.06095285610676,17.85423366975465,Limestone,Silty,0.7705378053214783,0.05139316754559875,2.1621431421316553,0,29.91857707704535,0,1,0
2016-07-07,26.511666246757468,80.03043765487794,1088.2709951884267,118.24823978397181,36.67159010810525,39.439158550735236,43.47503378285866,1081.8579676851225,82.60668702498391,45.47924091524735,Granite,Clay,0.6512772115171497,0.3874430212515687,3.504249666838645,0,10.571113962499867,1,0,0
2008-04-22,26.296674486585474,82.53931018807997,938.4758374340314,132.89723674441962,-1.1054472170243357,83.56637001071174,17.82355341856593,963.3903130496702,57.1096411135176,10.5750755990149,Granite,Loamy,0.07016933821804572,0.0727784406408325,2.5245177501892395,0,60.15440103287777,1,0,0
2023-08-22,25.97311918352436,84.99153465190994,2240.5547875121674,110.42490825437685,22.864780597199577,22.188749490960983,21.70162754096624,1034.4817105425454,39.89643304494859,11.514481234244819,Basalt,Loamy,0.24874800073218084,0.7705562303987169,6.784900551153058,0,98.78245778733093,0,1,0
2014-10-24,25.288237910995125,83.4748263440932,2942.4329068137977,175.05178378728937,6.1478651819344154,89.3567695109183,19.508314045209406,1066.7933610763694,46.57628799268685,29.45241837542434,Sandstone,Loamy,0.42273682478279107,0.04398511831745022,4.23571190571706,0,73.7626433197861,1,0,0
2007-01-22,26.712239894173567,81.54197295982573,2374.8877527601953,402.37969929527236,32.20625409222436,97.72091111075763,35.71850650330043,965.3059462607339,84.84309965298202,43.594936441603664,Sandstone,Clay,0.11167626962408883,0.33879851200355693,6.058011635009621,0,52.36549565687736,0,0,1
2009-12-24,26.351238460653917,84.38429291513086,1211.4518476191224,323.42873494223005,-2.233632783201356,97.08873885547413,12.973777562224592,933.8456403390182,48.55914781492133,55.451410914155936,Shale,Loamy,0.3726921435069891,0.12891376568843016,3.771713038565837,0,13.727802740989837,0,0,1
2023-04-27,29.832086929332036,83.9086113299398,1549.8885603694641,392.97045893185003,37.86286700963314,23.292690707421585,3.419667601514209,1018.2388288253284,87.5349420124445,58.40437321971459,Shale,Clay,0.03605769510419765,0.7136897660608936,1.624599251883411,0,92.81591797225289,0,0,1
2015-02-13,27.78854413125022,80.0770758303827,1460.7940886459292,291.5155531676531,-2.873425985019493,59.46467561466395,18.90874467039823,956.8767696794248,24.709933910385196,43.05498519843443,Shale,Silty,0.8835469964240225,0.1422423868908399,2.3198499080781527,0,60.18649272698422,0,0,0
2024-11-03,26.736385195152536,84.0843024027051,2630.2375451176135,128.8665390295734,5.850097073560022,62.64271266803583,36.39177675937215,1030.4904218378433,53.375726391488655,48.07603671481929,Sandstone,Sandy,0.043201183947220945,0.6521170240911955,3.803064288139808,0,0.6805489538138532,0,0,0
2012-11-03,27.90233800496848,81.50263378619248,2428.4269471805596,113.99709010627207,15.888312673032551,27.542673137825133,45.748401568044756,926.9402086670527,36.90305257250226,33.07445782565435,Granite,Silty,0.5483639059641495,0.6159067788682305,3.056943803525613,0,20.52400550959108,0,0,0
2005-08-07,25.695983506728478,80.748367322918,1972.4385869038003,4.500352931874896,29.022604895479695,59.20996125041886,2.5410782039440747,930.318968735052,59.12978869371928,8.075345887497736,Granite,Silty,0.6895780330659713,0.5847227490209704,5.688664531058256,0,20.04136319343678,0,0,0
2014-04-22,27.220218746011014,81.13165419868537,1187.3977759922582,390.49106843703623,37.800072289451606,68.18838165757663,40.52480604399174,1035.184613677684,57.55105439447177,11.891187453224934,Granite,Clay,0.2928176144565433,0.2659546243822155,0.5973132867411695,0,50.31815900899659,1,0,0
2006-03-13,28.13117160710532,82.3428990218757,2844.9713193051407,423.5606130823589,14.261909408246922,39.60655702723534,3.3090077475042277,1094.7118879943878,57.1309405387991,58.393156136779844,Shale,Clay,0.0021378534739417976,0.8878158804699113,1.6968745433887,0,0.16037547295079113,0,1,1
2013-11-22,27.444489158962256,82.12433963534005,2133.2880619228663,384.14129981420814,29.078954221804274,38.41126898526551,16.533030895874784,949.3792628359322,52.777309773818295,26.615055459802697,Sandstone,Silty,0.5539510020855628,0.189348526067598,6.615932581214787,0,25.086468453487033,0,1,0
2016-04-05,27.00889400327162,81.44443649687113,2926.191616104456,37.201028864245366,27.722314950035738,15.421464980018232,1.1150764052736017,1042.7825668640542,45.44319525411035,47.45288282560927,Shale,Silty,0.46502004749975256,0.3667206669741845,4.519521670249624,0,30.14516847216475,1,0,0
2013-05-22,29.969241944498492,80.86109161103516,1950.2925826050769,381.110813584933,20.702600288090792,96.11430039319637,45.577084947878106,1006.4081223606637,91.03729555700359,17.125809756676894,Limestone,Silty,0.18690417922414315,0.7277611755355818,5.595762287059766,1,9.374078379979744,0,1,0
2010-04-16,29.401573810744637,83.81115394821084,2552.9818959090353,22.883726575134656,26.091362924536885,82.3254335208066,35.33944976000637,1068.7683065732676,26.795328400788176,34.31015333730473,Shale,Loamy,0.09213599254738358,0.22565095719631656,6.960102040712359,0,98.5496765378933,0,0,0
2013-08-30,28.1170297907972,84.95054891867458,2532.763448486317,52.79653285319558,-3.286999262021995,78.35042178140192,18.45676160312705,977.7771984754581,43.395374603383374,13.397911904231973,Limestone,Sandy,0.7977646350898325,0.6070056655928145,5.101058136520805,0,73.45838731741523,1,0,0
2006-10-31,27.846886805911414,83.88895790209845,1343.32194208398,220.23768646633363,14.870983040388108,11.96010279476659,18.872829146227282,1094.3427992059064,21.120807373136664,49.48001953489388,Limestone,Sandy,0.19502051983112534,0.7150708480865925,0.1302571455758098,0,67.62918292636657,0,0,0
2013-05-30,28.10330239912292,81.47968483835771,2910.0518073930702,238.07350446242003,30.36373123270137,66.18781941328882,31.992143175073156,916.4793737793732,33.22541119063631,14.243576383041185,Sandstone,Silty,0.4249900230834843,0.550828603735073,1.9137643923191128,0,64.79163212337495,0,1,0
2010-01-14,26.006560539112165,81.22404480706066,554.85366899391,408.05931830934816,16.339951525122892,26.25656819121189,4.482415243407834,1096.929567388369,24.89826137847555,43.82653548634051,Granite,Loamy,0.7878755727784245,0.3233141803440055,4.867042113539496,0,91.13818141424224,0,0,1
2005-08-19,26.975688716321592,81.0883293803297,2421.7772719185355,339.76344602045526,34.30770629021268,69.55457781747673,7.252431567849254,1069.2474622760553,66.97190912631278,13.300030638290279,Basalt,Clay,0.9154158224815379,0.7869840129896793,6.058688621631297,0,69.36766395610073,0,0,0
2012-02-24,25.197297664454496,80.68347537244519,2913.89271441011,76.66008931560813,32.51370444541196,65.9039941877883,42.36121057944345,1073.2916255495352,70.76128447428101,50.02654065764983,Shale,Clay,0.3985061999038354,0.10766091193807004,6.600378090962103,0,67.54282092892069,0,1,0
2007-03-23,27.377730187434132,82.7566527484615,1347.270508209307,113.07339161440066,33.85507135775646,86.673282189752,10.115654306345572,1068.4806875157374,27.67359241821129,32.66043006635381,Sandstone,Loamy,0.46584819742070127,0.22867467816146403,0.40154259021979677,0,19.908430750672924,0,0,0
